  time  	  press_table  	 press_stiffback  
 00:00:44 	 0.000000 	  -0.002930  
 00:01:44 	 0.000000 	  -0.001953  
 00:02:44 	 0.000000 	  -0.002930  
 00:03:44 	 0.000000 	  -0.001953  
 00:04:44 	 0.000000 	  -0.002930  
 00:05:44 	 0.000000 	  -0.002930  
 00:06:44 	 0.000000 	  -0.001953  
 00:07:44 	 0.000000 	  -0.002930  
 00:08:44 	 0.000000 	  -0.001953  
 00:09:44 	 0.000000 	  -0.002930  
 00:10:44 	 0.000000 	  -0.002930  
 00:11:44 	 0.000000 	  -0.002930  
 00:12:44 	 0.000000 	  -0.002930  
 00:13:44 	 0.000000 	  -0.001953  
 00:14:44 	 0.000000 	  -0.002930  
 00:15:44 	 0.000000 	  -0.002930  
 00:16:44 	 0.000000 	  -0.002930  
 00:17:44 	 0.000000 	  -0.002930  
 00:18:44 	 0.000000 	  -0.001953  
 00:19:44 	 0.000000 	  -0.000977  
 00:20:44 	 0.000000 	  -0.003906  
 00:21:44 	 0.000000 	  -0.002930  
 00:22:44 	 0.000000 	  -0.001953  
 00:23:44 	 0.000000 	  -0.001953  
 00:24:44 	 0.000000 	  -0.002930  
 00:25:44 	 0.000000 	  -0.002930  
 00:26:44 	 0.000000 	  -0.002930  
 00:27:44 	 0.000000 	  -0.001953  
 00:28:44 	 0.000000 	  -0.001953  
 00:29:44 	 0.000000 	  -0.001953  
 00:30:44 	 0.000000 	  -0.003906  
 00:31:44 	 0.000000 	  -0.002930  
 00:32:44 	 0.000000 	  -0.000977  
 00:33:44 	 0.000000 	  -0.003906  
 00:34:44 	 0.000000 	  -0.002930  
 00:35:44 	 0.000000 	  -0.001953  
 00:36:44 	 0.000000 	  -0.001953  
 00:37:44 	 0.000000 	  -0.001953  
 00:38:44 	 0.000000 	  -0.001953  
 00:39:44 	 0.000000 	  -0.003906  
 00:40:44 	 0.000000 	  -0.002930  
 00:41:44 	 0.000000 	  -0.001953  
 00:42:44 	 0.000000 	  -0.002930  
 00:43:44 	 0.000000 	  -0.002930  
 00:44:44 	 0.000000 	  -0.002930  
 00:45:44 	 0.000000 	  -0.001953  
 00:46:44 	 0.000000 	  -0.002930  
 00:47:44 	 0.000000 	  -0.001953  
 00:48:44 	 0.000000 	  -0.002930  
 00:49:44 	 0.000000 	  -0.001953  
 00:50:44 	 0.000000 	  -0.002930  
 00:51:44 	 0.000000 	  -0.001953  
 00:52:44 	 0.000000 	  -0.001953  
 00:53:44 	 0.000000 	  -0.001953  
 00:54:44 	 0.000000 	  -0.002930  
 00:55:44 	 0.000000 	  -0.002930  
 00:56:44 	 0.000000 	  -0.002930  
 00:57:44 	 0.000000 	  -0.002930  
 00:58:44 	 0.000000 	  -0.001953  
 00:59:44 	 0.000000 	  -0.002930  
 01:00:44 	 0.000000 	  -0.002930  
 01:01:44 	 0.000000 	  -0.003906  
 01:02:44 	 0.000000 	  -0.001953  
 01:03:44 	 0.000000 	  -0.001953  
 01:04:44 	 0.000000 	  -0.001953  
 01:05:44 	 0.000000 	  -0.001953  
 01:06:44 	 0.000000 	  -0.000977  
 01:07:44 	 0.000000 	  -0.001953  
 01:08:44 	 0.000000 	  -0.002930  
 01:09:44 	 0.000000 	  -0.001953  
 01:10:44 	 0.000000 	  -0.000977  
 01:11:44 	 0.000000 	  -0.001953  
 01:12:44 	 0.000000 	  -0.002930  
 01:13:44 	 0.000000 	  -0.002930  
 01:14:44 	 0.000000 	  -0.000977  
 01:15:44 	 0.000000 	  -0.001953  
 01:16:44 	 0.000000 	  -0.001953  
 01:17:44 	 0.000000 	  -0.002930  
 01:18:44 	 0.000000 	  -0.002930  
